ATM_ID,Location,Transaction_ID,Transaction_Type,Amount_INR,Transaction_DateTime,Predicted_Algorithm
ATM001,Nashik,0526ea84,Withdrawal,17600,2025-04-30 15:02:47,knapsack
ATM001,Nashik,e5600fad,Replenishment,480000,2025-06-17 03:12:17,knapsack
ATM001,Nashik,b6a977cf,Replenishment,340000,2025-04-25 10:45:22,knapsack
ATM001,Nashik,011e5d41,Replenishment,810000,2025-05-01 20:58:08,knapsack
ATM001,Nashik,5e274adc,Replenishment,810000,2025-06-11 01:09:37,knapsack
ATM001,Nashik,71c15fcb,Withdrawal,7100,2025-05-17 13:58:30,knapsack
ATM001,Nashik,1d9cb1ef,Withdrawal,9200,2025-07-12 17:23:08,knapsack
ATM001,Nashik,d45aeb03,Replenishment,800000,2025-06-25 13:48:20,knapsack
ATM001,Nashik,2cd8742d,Withdrawal,16900,2025-05-25 22:10:44,knapsack
ATM001,Nashik,e8c99a48,Replenishment,630000,2025-07-09 09:30:13,knapsack
ATM001,Nashik,97bf5d1d,Replenishment,210000,2025-07-02 17:37:41,knapsack
ATM001,Nashik,8c05ec00,Replenishment,720000,2025-05-06 23:15:55,knapsack
ATM001,Nashik,77cb8fc6,Withdrawal,6500,2025-07-01 00:28:44,knapsack
ATM001,Nashik,36d64725,Replenishment,760000,2025-07-12 08:00:28,knapsack
ATM001,Nashik,8f9206e0,Replenishment,490000,2025-07-01 00:11:23,knapsack
ATM001,Nashik,04a58e61,Replenishment,430000,2025-06-29 18:57:04,knapsack
ATM001,Nashik,a5f4c981,Withdrawal,18500,2025-04-27 01:12:30,knapsack
ATM001,Nashik,bf4beafe,Replenishment,930000,2025-06-13 11:04:26,knapsack
ATM001,Nashik,6eb6f4d9,Withdrawal,17200,2025-07-15 01:39:14,knapsack
ATM001,Nashik,ee343d19,Replenishment,940000,2025-05-21 11:22:33,knapsack
ATM001,Nashik,d3c8d12f,Withdrawal,18800,2025-05-28 16:50:25,knapsack
ATM001,Nashik,e7bedbc1,Replenishment,860000,2025-05-30 13:10:42,knapsack
ATM001,Nashik,83c2946b,Withdrawal,3500,2025-06-25 14:26:04,knapsack
ATM001,Nashik,fdd29d46,Withdrawal,6800,2025-07-11 12:44:11,knapsack
ATM001,Nashik,946b344f,Replenishment,700000,2025-05-16 06:00:29,knapsack
ATM001,Nashik,e7d5a3b0,Withdrawal,6100,2025-04-28 08:46:10,knapsack
ATM001,Nashik,f675ca57,Replenishment,450000,2025-06-27 08:24:00,knapsack
ATM001,Nashik,6664ed61,Replenishment,440000,2025-06-15 10:38:41,knapsack
ATM001,Nashik,c9347d9d,Replenishment,770000,2025-05-06 07:52:39,knapsack
ATM001,Nashik,1def13ba,Replenishment,930000,2025-04-26 04:48:09,knapsack
ATM001,Nashik,ed6bcb1c,Withdrawal,1200,2025-05-11 08:15:43,greedy
ATM001,Nashik,f0ada6a8,Replenishment,720000,2025-06-07 22:29:46,knapsack
ATM001,Nashik,15a3d878,Withdrawal,1400,2025-06-07 07:47:21,greedy
ATM001,Nashik,f3cf291e,Withdrawal,5300,2025-05-31 07:20:27,knapsack
ATM001,Nashik,629d62d4,Replenishment,460000,2025-04-26 12:10:31,knapsack
ATM001,Nashik,ad90b336,Withdrawal,1900,2025-06-28 12:22:55,knapsack
ATM001,Nashik,c4d68a35,Withdrawal,5500,2025-06-25 19:04:52,knapsack
ATM001,Nashik,a7b04a23,Withdrawal,2500,2025-05-06 10:51:21,knapsack
ATM001,Nashik,40ef1710,Withdrawal,19300,2025-04-21 16:30:39,knapsack
ATM001,Nashik,c220c29c,Withdrawal,17300,2025-07-01 10:23:46,knapsack
ATM001,Nashik,96496450,Replenishment,360000,2025-04-24 23:26:13,knapsack
ATM001,Nashik,e9dd1c64,Withdrawal,8100,2025-05-02 21:38:48,knapsack
ATM001,Nashik,2ddef887,Replenishment,410000,2025-06-24 00:47:31,knapsack
ATM001,Nashik,c7b2dfcd,Withdrawal,15900,2025-06-17 01:38:35,knapsack
ATM001,Nashik,f98cf5b1,Withdrawal,7900,2025-06-04 13:28:19,knapsack
ATM001,Nashik,56fdd77d,Withdrawal,14600,2025-05-16 23:20:45,knapsack
ATM001,Nashik,2fed1cca,Replenishment,140000,2025-04-25 06:18:06,knapsack
ATM001,Nashik,165fe269,Withdrawal,3100,2025-04-25 05:44:18,knapsack
ATM001,Nashik,00960b10,Withdrawal,8700,2025-06-06 12:56:27,knapsack
ATM001,Nashik,5494df1f,Withdrawal,14500,2025-04-16 17:09:09,knapsack
ATM001,Nashik,5721c0cf,Withdrawal,12200,2025-05-11 21:39:36,knapsack
ATM001,Nashik,84e73156,Replenishment,880000,2025-04-25 08:30:04,knapsack
ATM001,Nashik,76304667,Replenishment,510000,2025-05-19 08:04:02,knapsack
ATM001,Nashik,bac6d675,Withdrawal,9000,2025-06-23 08:36:34,knapsack
ATM001,Nashik,d67e5ca2,Replenishment,230000,2025-05-01 12:03:18,knapsack
ATM001,Nashik,b966e41d,Withdrawal,6700,2025-07-05 01:24:17,knapsack
ATM001,Nashik,ce6f3177,Replenishment,500000,2025-06-28 12:34:08,knapsack
ATM001,Nashik,98bc501d,Replenishment,760000,2025-07-05 16:11:50,knapsack
ATM001,Nashik,18d310cf,Withdrawal,15400,2025-07-10 00:24:50,knapsack
ATM001,Nashik,6e8284e6,Withdrawal,13700,2025-05-09 23:51:34,knapsack
ATM001,Nashik,08fd9e32,Replenishment,800000,2025-06-13 05:38:22,knapsack
ATM001,Nashik,8b7d2444,Withdrawal,3200,2025-05-17 05:57:58,knapsack
ATM001,Nashik,07b5579b,Withdrawal,19000,2025-05-10 01:27:21,knapsack
ATM001,Nashik,ed106a6d,Withdrawal,3700,2025-04-17 04:56:03,knapsack
ATM001,Nashik,a6094ac7,Replenishment,330000,2025-05-10 20:56:58,knapsack
ATM001,Nashik,d005e26e,Withdrawal,10200,2025-05-14 08:19:56,knapsack
ATM001,Nashik,1de32aa3,Replenishment,340000,2025-06-24 05:45:10,knapsack
ATM001,Nashik,5ef00568,Withdrawal,11200,2025-07-11 08:02:10,knapsack
ATM001,Nashik,7b2cf1c9,Replenishment,280000,2025-07-01 09:06:14,knapsack
ATM001,Nashik,6ce0a40c,Replenishment,730000,2025-04-30 21:02:25,knapsack
ATM001,Nashik,6391f52a,Replenishment,740000,2025-06-29 01:25:49,knapsack
ATM001,Nashik,983240c0,Replenishment,300000,2025-05-29 02:58:49,knapsack
ATM001,Nashik,e15afd04,Withdrawal,17400,2025-04-29 17:30:16,knapsack
ATM001,Nashik,9548c29e,Withdrawal,9200,2025-06-06 03:53:56,knapsack
ATM001,Nashik,25c106dd,Replenishment,660000,2025-06-08 16:17:32,knapsack
ATM001,Nashik,4e13a61c,Withdrawal,4100,2025-05-20 03:45:58,knapsack
ATM001,Nashik,a2b9df20,Withdrawal,17400,2025-06-25 02:30:47,knapsack
ATM001,Nashik,1f667925,Withdrawal,7000,2025-06-13 11:18:08,knapsack
ATM001,Nashik,99bde8cf,Withdrawal,7700,2025-05-23 07:40:39,knapsack
ATM001,Nashik,e55c3028,Withdrawal,7900,2025-07-03 02:57:25,knapsack
ATM001,Nashik,4fab2b1c,Replenishment,900000,2025-06-03 23:51:10,knapsack
ATM001,Nashik,ac393b67,Replenishment,240000,2025-04-22 18:42:17,knapsack
ATM001,Nashik,86cdba7c,Withdrawal,12400,2025-05-29 21:16:57,knapsack
ATM001,Nashik,950341d1,Withdrawal,3300,2025-05-22 00:35:48,knapsack
ATM001,Nashik,59bea0a8,Withdrawal,17300,2025-06-07 21:46:15,knapsack
ATM001,Nashik,6b3bfac4,Replenishment,330000,2025-05-29 20:11:44,knapsack
ATM001,Nashik,6c324350,Withdrawal,9000,2025-04-20 12:25:55,knapsack
ATM001,Nashik,02a7fe0d,Replenishment,220000,2025-05-22 15:26:52,knapsack
ATM001,Nashik,bd9f48bf,Withdrawal,17600,2025-07-08 22:28:07,knapsack
ATM001,Nashik,492ad618,Replenishment,880000,2025-05-27 13:00:15,knapsack
ATM001,Nashik,7dc29045,Replenishment,870000,2025-04-19 20:42:32,knapsack
ATM001,Nashik,fbf4a12d,Replenishment,750000,2025-06-19 11:09:00,knapsack
ATM001,Nashik,71a57324,Replenishment,400000,2025-05-10 12:26:21,knapsack
ATM001,Nashik,611a77b4,Withdrawal,11800,2025-04-21 15:48:32,knapsack
ATM001,Nashik,3ba5772c,Withdrawal,2900,2025-06-16 10:13:56,knapsack
ATM001,Nashik,de67f76d,Replenishment,520000,2025-05-15 19:27:58,knapsack
ATM001,Nashik,8a4ebbdb,Withdrawal,9000,2025-05-17 07:48:00,knapsack
ATM001,Nashik,996bc029,Replenishment,410000,2025-06-27 22:04:13,knapsack
ATM001,Nashik,ce0430b0,Replenishment,340000,2025-05-23 16:56:58,knapsack
ATM001,Nashik,5fa71b8c,Replenishment,210000,2025-05-25 17:19:46,knapsack
ATM001,Nashik,f95932ff,Withdrawal,9600,2025-05-01 18:45:55,knapsack
ATM001,Nashik,6c70037d,Replenishment,430000,2025-05-02 17:41:10,knapsack
ATM001,Nashik,c15504be,Withdrawal,19500,2025-05-05 18:18:50,knapsack
ATM001,Nashik,9c027eb7,Withdrawal,9800,2025-06-11 22:11:46,knapsack
ATM001,Nashik,ac7ad38e,Withdrawal,10900,2025-05-15 17:11:50,knapsack
ATM001,Nashik,d10d2f51,Withdrawal,10400,2025-04-19 05:56:41,knapsack
ATM001,Nashik,a2f3f082,Withdrawal,18000,2025-05-19 06:44:48,knapsack
ATM001,Nashik,a0bb30b5,Replenishment,630000,2025-07-15 06:05:13,knapsack
ATM001,Nashik,c12ec2a2,Withdrawal,14000,2025-05-07 08:31:08,knapsack
ATM001,Nashik,ef96433b,Withdrawal,8300,2025-06-05 11:02:01,knapsack
ATM001,Nashik,30ac6828,Withdrawal,15000,2025-06-05 18:06:56,knapsack
ATM001,Nashik,76225e44,Withdrawal,13800,2025-06-07 00:33:33,knapsack
ATM001,Nashik,3877300a,Replenishment,460000,2025-04-30 02:39:45,knapsack
ATM001,Nashik,fc617e18,Withdrawal,14400,2025-06-07 23:01:19,knapsack
ATM001,Nashik,9942cdcf,Replenishment,850000,2025-06-07 07:58:37,knapsack
ATM001,Nashik,1e1f33b4,Replenishment,330000,2025-05-21 01:30:49,knapsack
ATM001,Nashik,4be921a1,Withdrawal,12800,2025-04-19 00:23:15,knapsack
ATM001,Nashik,f8cd3922,Replenishment,890000,2025-07-05 23:49:36,knapsack
ATM001,Nashik,393bc3a3,Withdrawal,12200,2025-06-01 06:38:52,knapsack
ATM001,Nashik,c623d61d,Withdrawal,9200,2025-05-01 10:26:35,knapsack
ATM001,Nashik,8b273708,Withdrawal,16600,2025-05-22 14:37:35,knapsack
ATM001,Nashik,df69181b,Withdrawal,14400,2025-07-06 07:32:59,knapsack
ATM001,Nashik,b5031d49,Withdrawal,1300,2025-06-30 15:00:13,greedy
ATM001,Nashik,196d2375,Replenishment,110000,2025-06-30 12:37:08,knapsack
ATM001,Nashik,5b3d5758,Withdrawal,2800,2025-05-02 05:04:29,knapsack
ATM001,Nashik,10eaa493,Replenishment,660000,2025-06-21 21:01:17,knapsack
ATM001,Nashik,7e71e3a0,Withdrawal,1300,2025-05-15 03:50:25,greedy
ATM001,Nashik,67274cd3,Replenishment,540000,2025-06-02 11:51:26,knapsack
ATM001,Nashik,bc4807af,Withdrawal,9300,2025-05-29 12:34:19,knapsack
ATM001,Nashik,8052a9ad,Withdrawal,400,2025-05-20 13:11:47,greedy
ATM001,Nashik,e0234771,Withdrawal,8700,2025-06-28 14:43:07,knapsack
ATM001,Nashik,28713009,Replenishment,560000,2025-05-05 20:45:22,knapsack
ATM001,Nashik,bca42c29,Replenishment,570000,2025-06-30 03:24:01,knapsack
ATM001,Nashik,90dc9e54,Withdrawal,15300,2025-05-26 02:54:47,knapsack
ATM001,Nashik,9af3573c,Replenishment,380000,2025-05-10 10:43:32,knapsack
ATM001,Nashik,26516d6f,Withdrawal,4500,2025-05-06 20:31:05,knapsack
ATM001,Nashik,c8a1149f,Replenishment,940000,2025-04-18 00:18:07,knapsack
ATM001,Nashik,235411c2,Withdrawal,15500,2025-05-02 21:07:15,knapsack
ATM001,Nashik,13925b64,Withdrawal,13900,2025-05-25 12:06:35,knapsack
ATM001,Nashik,774270f1,Replenishment,850000,2025-07-10 19:39:48,knapsack
ATM001,Nashik,e28daed4,Withdrawal,3700,2025-06-30 01:51:36,knapsack
ATM001,Nashik,3895af87,Withdrawal,7700,2025-04-20 03:20:18,knapsack
ATM001,Nashik,6e61a5ad,Replenishment,490000,2025-07-06 08:09:21,knapsack
ATM001,Nashik,c4317bef,Withdrawal,3500,2025-05-31 19:15:27,knapsack
ATM001,Nashik,1f035cf5,Withdrawal,16700,2025-05-13 20:53:47,knapsack
ATM001,Nashik,7ced858f,Replenishment,900000,2025-07-06 12:38:32,knapsack
ATM001,Nashik,57137d45,Withdrawal,2300,2025-05-16 15:40:50,knapsack
ATM001,Nashik,64758e81,Withdrawal,19600,2025-06-16 11:25:40,knapsack
ATM001,Nashik,8bd5a7c8,Replenishment,630000,2025-06-07 12:43:43,knapsack
ATM001,Nashik,6dbef648,Withdrawal,12400,2025-05-08 12:34:46,knapsack
ATM001,Nashik,8d51921c,Replenishment,150000,2025-05-18 09:37:11,knapsack
ATM001,Nashik,a395540e,Withdrawal,300,2025-06-19 19:05:54,greedy
ATM001,Nashik,a020909b,Replenishment,720000,2025-05-08 14:42:39,knapsack
ATM001,Nashik,5d47d8cb,Withdrawal,12300,2025-07-01 09:39:12,knapsack
ATM001,Nashik,bffd45bd,Withdrawal,19400,2025-07-10 03:30:59,knapsack
ATM001,Nashik,b2c2269a,Withdrawal,11100,2025-06-23 21:31:28,knapsack
ATM001,Nashik,6f574873,Withdrawal,10000,2025-07-06 22:08:03,knapsack
ATM001,Nashik,e4845875,Withdrawal,7600,2025-04-26 16:21:25,knapsack
ATM001,Nashik,cebd916f,Withdrawal,4600,2025-07-03 22:31:12,knapsack
ATM001,Nashik,46625120,Withdrawal,6500,2025-05-08 14:07:22,knapsack
ATM001,Nashik,a77ae37a,Withdrawal,5600,2025-06-15 15:01:12,knapsack
ATM001,Nashik,bcd95071,Replenishment,370000,2025-05-24 14:46:20,knapsack
ATM001,Nashik,dc82872b,Replenishment,310000,2025-04-21 16:26:43,knapsack
ATM001,Nashik,3a9227a4,Replenishment,880000,2025-04-30 01:45:18,knapsack
ATM001,Nashik,034d9f0c,Withdrawal,18000,2025-07-11 04:13:12,knapsack
ATM001,Nashik,7a2eee16,Replenishment,270000,2025-06-24 13:51:04,knapsack
ATM001,Nashik,1bc9cdca,Replenishment,690000,2025-05-20 00:56:22,knapsack
ATM001,Nashik,859cdca8,Withdrawal,6500,2025-06-22 13:54:24,knapsack
ATM001,Nashik,05fbd828,Replenishment,930000,2025-04-24 02:04:56,knapsack
ATM001,Nashik,18b66fb3,Replenishment,250000,2025-06-08 09:46:43,knapsack
ATM001,Nashik,cfadf433,Replenishment,230000,2025-06-23 16:41:39,knapsack
ATM001,Nashik,e4ce1c9f,Withdrawal,2300,2025-06-16 16:21:47,knapsack
ATM001,Nashik,a0c5f770,Replenishment,140000,2025-04-27 06:54:30,knapsack
ATM001,Nashik,1d8f1c44,Replenishment,600000,2025-06-26 18:53:05,knapsack
ATM001,Nashik,885e3a16,Replenishment,290000,2025-04-29 05:14:21,knapsack
ATM001,Nashik,c1b31cbd,Replenishment,460000,2025-06-14 10:08:30,knapsack
ATM001,Nashik,51518ff5,Withdrawal,500,2025-07-15 05:01:27,greedy
ATM001,Nashik,8d0b301e,Replenishment,320000,2025-05-26 06:28:07,knapsack
ATM001,Nashik,aa506e07,Withdrawal,300,2025-04-26 08:45:18,greedy
ATM001,Nashik,bc9bbee5,Replenishment,150000,2025-06-15 13:31:20,knapsack
ATM001,Nashik,b5352eac,Replenishment,750000,2025-06-30 05:52:54,knapsack
ATM001,Nashik,33cf31fd,Withdrawal,15600,2025-06-21 06:29:10,knapsack
ATM001,Nashik,0b7388b6,Replenishment,710000,2025-06-28 18:00:25,knapsack
ATM001,Nashik,8fcd976e,Withdrawal,13600,2025-06-18 21:16:36,knapsack
ATM001,Nashik,15f4ddc4,Withdrawal,6100,2025-05-14 23:25:34,knapsack
ATM001,Nashik,a955b2fe,Withdrawal,5000,2025-07-01 03:14:57,knapsack
ATM001,Nashik,2706b02c,Replenishment,980000,2025-06-18 11:44:51,knapsack
ATM001,Nashik,50329951,Replenishment,450000,2025-07-07 00:42:58,knapsack
ATM001,Nashik,537c8e17,Replenishment,130000,2025-06-07 14:39:39,knapsack
ATM001,Nashik,990ee94f,Replenishment,210000,2025-06-19 22:53:02,knapsack
ATM001,Nashik,7c6fb021,Replenishment,260000,2025-06-25 20:32:24,knapsack
ATM001,Nashik,8b6559fb,Withdrawal,9400,2025-06-24 20:20:40,knapsack
ATM001,Nashik,73ffd85d,Withdrawal,8500,2025-06-03 01:55:08,knapsack
ATM001,Nashik,fe2f7403,Withdrawal,6400,2025-06-10 06:27:30,knapsack
ATM001,Nashik,006abef7,Withdrawal,2800,2025-06-17 22:29:33,knapsack
ATM001,Nashik,9b5154c1,Replenishment,240000,2025-05-29 12:56:37,knapsack
ATM001,Nashik,90277c60,Withdrawal,10000,2025-06-21 14:02:43,knapsack
ATM001,Nashik,b1ae1a7b,Withdrawal,12700,2025-04-20 15:43:19,knapsack
ATM001,Nashik,1b72f78e,Replenishment,270000,2025-06-05 07:41:28,knapsack
ATM001,Nashik,f3b96005,Withdrawal,8500,2025-06-30 12:48:32,knapsack
ATM001,Nashik,2f24238b,Withdrawal,19200,2025-04-22 13:51:46,knapsack
ATM001,Nashik,36be2b05,Withdrawal,5100,2025-06-19 02:35:45,knapsack
ATM001,Nashik,17b0f897,Withdrawal,9800,2025-04-27 06:46:50,knapsack
ATM001,Nashik,05be7a95,Withdrawal,12600,2025-07-12 08:02:20,knapsack
ATM001,Nashik,1203670a,Withdrawal,8300,2025-04-27 11:17:08,knapsack
ATM001,Nashik,6be97ab1,Replenishment,930000,2025-07-11 11:14:51,knapsack
ATM001,Nashik,5d4d4e9f,Replenishment,740000,2025-05-25 20:06:27,knapsack
ATM001,Nashik,59bc7a33,Replenishment,390000,2025-05-03 12:00:47,knapsack
ATM001,Nashik,3531cc1c,Replenishment,630000,2025-04-23 15:28:21,knapsack
ATM001,Nashik,52a8b503,Withdrawal,400,2025-07-09 11:10:18,greedy
ATM001,Nashik,ad2aeaec,Replenishment,770000,2025-06-23 10:23:20,knapsack
ATM001,Nashik,9050a865,Withdrawal,200,2025-05-13 18:11:14,greedy
ATM001,Nashik,3c7c4d92,Replenishment,500000,2025-05-13 20:10:57,knapsack
ATM001,Nashik,ed82b94c,Replenishment,510000,2025-05-18 15:51:20,knapsack
ATM001,Nashik,75fe3c4e,Replenishment,860000,2025-05-17 16:13:09,knapsack
ATM001,Nashik,b24a8eaa,Withdrawal,3100,2025-06-20 06:56:09,knapsack
ATM001,Nashik,501a0215,Replenishment,760000,2025-06-24 02:43:44,knapsack
ATM001,Nashik,2b29267c,Replenishment,200000,2025-07-08 10:41:50,knapsack
ATM001,Nashik,889e85e9,Withdrawal,7300,2025-07-13 03:06:09,knapsack
ATM001,Nashik,67e76ae4,Withdrawal,19300,2025-06-12 14:01:25,knapsack
ATM001,Nashik,a57ce429,Replenishment,960000,2025-06-09 23:31:22,knapsack
ATM001,Nashik,b87309e3,Withdrawal,1100,2025-05-19 05:52:38,greedy
ATM001,Nashik,7a3ea785,Replenishment,240000,2025-06-01 16:51:03,knapsack
ATM001,Nashik,60909d30,Withdrawal,18000,2025-05-20 15:13:17,knapsack
ATM001,Nashik,f7619e15,Replenishment,880000,2025-07-03 23:50:10,knapsack
ATM001,Nashik,6e9f4cbe,Withdrawal,14200,2025-05-05 18:29:48,knapsack
ATM001,Nashik,4a36eeef,Replenishment,490000,2025-04-15 14:44:16,knapsack
ATM001,Nashik,fd6a5e6f,Withdrawal,19600,2025-04-26 10:32:37,knapsack
ATM001,Nashik,cfdb80b0,Replenishment,890000,2025-05-02 09:17:08,knapsack
ATM001,Nashik,fb626374,Withdrawal,4100,2025-05-01 00:22:37,knapsack
ATM001,Nashik,1c8df39e,Replenishment,290000,2025-05-19 01:48:26,knapsack
ATM001,Nashik,2c4641d4,Withdrawal,200,2025-05-14 07:57:00,greedy
ATM001,Nashik,5c26ae4c,Replenishment,790000,2025-04-21 17:50:44,knapsack
ATM001,Nashik,247a0aac,Replenishment,890000,2025-06-06 14:26:38,knapsack
ATM001,Nashik,8ed52de8,Replenishment,780000,2025-05-01 19:39:35,knapsack
ATM001,Nashik,34cffa9c,Replenishment,780000,2025-06-06 04:02:28,knapsack
ATM001,Nashik,8420a962,Withdrawal,16400,2025-06-25 11:51:17,knapsack
ATM001,Nashik,49aba820,Replenishment,830000,2025-06-18 19:09:34,knapsack
ATM001,Nashik,e3f45ce5,Replenishment,960000,2025-06-03 23:02:16,knapsack
ATM001,Nashik,891fd4ee,Withdrawal,13700,2025-05-05 19:05:57,knapsack
ATM001,Nashik,f94985be,Withdrawal,2900,2025-06-09 23:35:17,knapsack
ATM001,Nashik,6a7b9b63,Replenishment,290000,2025-06-13 08:47:55,knapsack
ATM001,Nashik,045c0038,Withdrawal,5700,2025-05-10 00:49:20,knapsack
ATM001,Nashik,33694796,Withdrawal,10200,2025-04-27 01:49:42,knapsack
ATM001,Nashik,c846087a,Replenishment,510000,2025-04-20 05:30:14,knapsack
ATM001,Nashik,90e13aec,Replenishment,790000,2025-06-11 20:35:18,knapsack
ATM001,Nashik,c1dea83d,Withdrawal,18400,2025-05-05 03:05:34,knapsack
ATM001,Nashik,f6de2b35,Withdrawal,15600,2025-07-09 02:37:33,knapsack
ATM001,Nashik,bb3798c5,Withdrawal,18000,2025-04-29 11:32:07,knapsack
ATM001,Nashik,89aca6bc,Withdrawal,6800,2025-04-23 13:10:01,knapsack
ATM001,Nashik,6b0ea23f,Replenishment,1000000,2025-05-20 00:21:07,knapsack
ATM001,Nashik,b0bf263b,Withdrawal,12500,2025-06-06 15:14:08,knapsack
ATM001,Nashik,deb14632,Withdrawal,15600,2025-07-13 17:30:57,knapsack
ATM001,Nashik,66ee7340,Replenishment,880000,2025-06-02 14:17:32,knapsack
ATM001,Nashik,84adde57,Withdrawal,13300,2025-07-02 23:57:09,knapsack
ATM001,Nashik,8b6311ee,Replenishment,730000,2025-05-25 14:59:47,knapsack
ATM001,Nashik,d3e7f500,Replenishment,760000,2025-04-26 04:16:45,knapsack
ATM001,Nashik,3b2eb042,Withdrawal,600,2025-05-08 16:10:28,greedy
ATM001,Nashik,4e1064b6,Replenishment,450000,2025-07-04 21:52:44,knapsack
ATM001,Nashik,bfd7579c,Withdrawal,15600,2025-07-05 20:01:19,knapsack
ATM001,Nashik,47824525,Replenishment,410000,2025-04-26 11:35:39,knapsack
ATM001,Nashik,556105e9,Withdrawal,18000,2025-07-05 11:56:24,knapsack
ATM001,Nashik,1108616e,Withdrawal,2200,2025-06-30 08:25:10,knapsack
ATM001,Nashik,1d04034e,Withdrawal,15800,2025-06-24 04:45:58,knapsack
ATM001,Nashik,83c693ad,Replenishment,450000,2025-06-18 01:09:38,knapsack
ATM001,Nashik,3f0b01d7,Replenishment,130000,2025-04-28 23:37:57,knapsack
ATM001,Nashik,a5b54f61,Replenishment,580000,2025-06-30 15:08:00,knapsack
ATM001,Nashik,0e2e6e8f,Withdrawal,15600,2025-05-21 16:00:34,knapsack
ATM001,Nashik,a77c64be,Withdrawal,8600,2025-04-25 22:48:20,knapsack
ATM001,Nashik,9f5b4f6d,Withdrawal,7700,2025-05-01 05:19:57,knapsack
ATM001,Nashik,6b0696bd,Replenishment,800000,2025-05-12 21:06:28,knapsack
